"ID","publication_date","best_name","best_name_prob","best_common","best_common_prob","best_full","best_full_prob","article_count","extracted_url","extracted_url_status","extracted_url_coordinates","aug_extracted_url_country","wayback_url","affiliation","authors","grant_ids","grant_agencies","num_citations","aug_affiliation_countries"
"35536846",2022-05-10,"ThermoBase",0.997331083,"ThermoBase",0.997331082820892,"Astrobiology Habitable Environments Database",0.932266703673771,1,"http://ahed.nasa.gov, http://togodb.org/db/thermobase","301, 200","(39.0437,-77.4875), (35.1167,138.9167)","USA","http://web.archive.org/web/20240602235317/https://ahed.nasa.gov/, http://web.archive.org/web/20230927124320/http://togodb.org/db/thermobase","NASA Ames Research Center, Moffett Field, California, United States of America.","DiGiacomo J, McKay C, Davila A","","NASA Ames Research Center",6,"United States"
"35549894",2022-05-12,"Galbase",0.996622801,"Galbase",0.996622800827026,"",0,1,"http://animal.nwsuaf.edu.cn/ChickenVar","301","(34.2129,108.8803)","China","no_wayback","Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling, 712100, China.","Fu W, Wang R, Xu N, Wang J, Li R, Asadollahpour Nanaei H, Nie Q, Zhao X, Han J, Yang N, Jiang Y","","Postdoctoral Research Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China",3,"China"
"35653350",2022-06-01,"AnthraxKP",0.907631814,"AnthraxKP",0.907631814479828,"",0,1,"http://139.224.212.120:18095","200","",NA,"no_wayback","College of Computer and Information Engineering, Inner Mongolia Agricultural University, Erdos East Street No. 29, Hohhot 010011, China.","Feng B, Gao J","","Department of Science and Technology of Inner Mongolia, Department of Science and Technology of Inner Mongolia, Department of Science and Technology of Inner Mongolia, Department of Science and Technology of Inner Mongolia, Education Department of Inner Mongolia Autonomous Region",1,"China, Mongolia"
"35879321",2022-07-25,"PHARP",0.723126988,"PHARP",0.723126987616221,"pig Haplotype Reference Panel",0.716919149,1,"http://alphaindex.zju.edu.cn/PHARP/index.php","404","",NA,"no_wayback","College of Animal Sciences, Zhejiang University, Hangzhou, 310058, Zhejiang, China.","Wang Z, Zhang Z, Chen Z, Sun J, Cao C, Wu F, Xu Z, Zhao W, Sun H, Guo L, Zhang Z, Wang Q, Pan Y","","National Natural Science Foundation of China, National Natural Science Foundation of China, Postdoctoral Science Foundation of China, NIEHS NIH HHS, Zhejiang province agriculture (livestock) varieties breeding Key Technology R&amp;D Program",8,"China"
"35920330",2023-01-01,"ABC portal",0.674647212,"ABC portal",0.674647212028503,"",0,1,"http://abc.sklehabc.com","200","(39.1422,117.1767)","China","http://web.archive.org/web/20230603191007/http://abc.sklehabc.com/","State Key Laboratory of Experimental Hematology, National Clinical Research Center for Blood Diseases, Haihe Laboratory of Cell Ecosystem, Institute of Hematology & Blood Diseases Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College, TianjinÂ 300020,Â China.","Gao X, Hong F, Hu Z, Zhang Z, Lei Y, Li X, Cheng T","","National Key Research and Development Program of China, CAMS Fundamental Research Funds for Central Research Institutes, CAMS Initiative for Innovative Medicine, National Key Research and Development Program of China, National Natural Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China",5,"China"
"36243967",2023-01-01,"Aquila",0.988964498,"Aquila",0.98896449804306,"",0,1,"http://aquila.cheunglab.org","308","(34.0183,-117.8546)","USA","http://web.archive.org/web/20240617011809/https://aquila.cheunglab.org/","Cancer Centre, University of Macau, Taipa 999078, Macau SAR.","Zheng Y, Chen Y, Ding X, Wong KH, Cheung E","","Science and Technology Development Fund, University of Macau, University of Macau, Science and Technology Development Fund",6,"Macau, Macau"
"36243984",2023-01-01,"ChromLoops",0.993139148,"ChromLoops",0.993139147758484,"",0,1,"http://3dgenomics.hzau.edu.cn/chromloops","301","(31.2222,121.4581)","China","http://web.archive.org/web/20231209004806/https://3dgenomics.hzau.edu.cn/chromloops","National Key Laboratory of Crop Genetic Improvement, Hubei Hongshan Laboratory, Huazhong Agricultural University, Wuhan 430070, China.","Zhou Q, Cheng S, Zheng S, Wang Z, Guan P, Zhu Z, Huang X, Zhou C, Li G","","National Key Research and Development Program of China, National Natural Science Foundation of China",5,"China"
"36305818",2023-01-01,"SPEED",0.992461562,"SPEED",0.992461562156677,"",0,1,"http://8.142.154.29, http://speedatlas.net","200, 200","(40.7834,114.8714), (42.6975,23.3241)","China","http://web.archive.org/web/20221102055530/http://8.142.154.29/, no_wayback","Institute of Systems Medicine, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing 100005, China.","Chen Y, Zhang X, Peng X, Jin Y, Ding P, Xiao J, Li C, Wang F, Chang A, Yue Q, Pu M, Chen P, Shen J, Li M, Jia T, Wang H, Huang L, Guo G, Zhang W, Liu H, Wang X, Chen D","","Shenzhen Science and Technology, Chinese Academy of Medical Sciences, Natural Science Foundation of Jiangsu Province, Gusu Innovation and Entrepreneurship, CAMS Innovation Fund for Medical Sciences",10,"China"
"36324064",2022-11-03,"TeaPVs",0.988950193,"TeaPVs",0.988950192928314,"",0,1,"http://47.106.184.91:8025/, http://liushang.top:8025","200, 200",", ",NA,"no_wayback, no_wayback","Department of Food Science and Engineering, Moutai Institute, Luban Street, Renhuai, 564502, Guizhou, People's Republic of China.","An Y, Zhang X, Jiang S, Zhao J, Zhang F","","the National Natural Science Foundation of China",1,"China"
"36370112",2023-01-01,"The Antibody Registry",0.810391712,"",0,"The Antibody Registry",0.810391712188721,1,"http://antibodyregistry.org","308","(41.2619,-95.8608)","USA","no_wayback","Department of Neuroscience, UCSD, San Diego, CA 92093, USA.","Bandrowski A, Bandrowski A, Pairish M, Eckmann P, Grethe J, Martone ME","","NIGMS NIH HHS, National Institutes of Health, National Institutes of Health, NIDA NIH HHS, National Institutes of Health, NIGMS NIH HHS",16,"United States"
"36412326",2022-11-01,"PlagueKD",0.59019053,"PlagueKD",0.590190529823303,"",0,1,"http://39.104.28.169:18095","HTTPConnectionPool(host='39.104.28.169', port=18095): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f533610>: Failed to establish a new connection: [Errno 111] Connection refused'))","",NA,"http://web.archive.org/web/20221128183917/http://39.104.28.169:18095/","College of Computer and Information Engineering, Inner Mongolia Agricultural University, Erdos East Street No. 29, Hohhot 010011, China.","Li J, Gao J, Feng B, Jing Y","","Natural Science Foundation of Inner Mongolia Autonomous Region, Department of Education of Inner Mongolia Autonomous Region, Inner Mongolia Science and Technology Major Special Projects",0,"China, Mongolia"
"36544722",2022-10-25,"OSCAR",0.995001197,"OSCAR",0.995001196861267,"",0,1,"http://archive.materialscloud.org/record/2022.106","301","(47.3667,8.5500)","Switzerland","http://web.archive.org/web/20240711020955/https://archive.materialscloud.org/record/2022.106","Laboratory for Computational Molecular Design, Institute of Chemical Sciences and Engineering, Ecole Polytechnique FÃ©dÃ©rale de Lausanne (EPFL) 1015 Lausanne Switzerland clemence.corminboeuf@epfl.ch.","Gallarati S, van Gerwen P, Laplaza R, Vela S, Fabrizio A, Corminboeuf C","","Swiss National Science Foundation, Swiss National Science Foundation, European Research Council, Ãcole Polytechnique FÃ©dÃ©rale de Lausanne, Swiss National Science Foundation, Swiss National Science Foundation",6,"Switzerland"
"36702059",2023-01-19,"AOCD",0.996473864,"AOCD",0.996473863720894,"Anti-obesity compound database",0.985789308945338,1,"http://aocd.swmd.co.in","406","",NA,"http://web.archive.org/web/20240522104203/https://aocd.swmd.co.in/","Department of Bioinformatics, Faculty of Engineering and Technology, Sri Ramachandra Institute of Higher Education and Research (DU), Chennai, India.","Lavanya P, Davis G DJ","","",0,"India"
"37001349",2023-03-25,"AODB",0.992513955,"AODB",0.992513954639435,"antioxidant database",0.631445616483688,1,"http://aodb.idruglab.cn","301","(22.5455,114.0683)","China","http://web.archive.org/web/20240711072738/https://aodb.idruglab.cn/","Guangdong Provincial Key Laboratory of Fermentation and Enzyme Engineering, Joint International Research Laboratory of Synthetic Biology and Medicine, Ministry of Education, Guangdong Provincial Engineering and Technology Research Center of Biopharmaceuticals, School of Biology and Biological Engineering, South China University of Technology, Guangzhou 510006, China.","Deng W, Chen Y, Sun X, Wang L","","",2,"China, China"
"37119813",2023-04-28,"CysDB",0.997850001,"CysDB",0.997850000858307,"cysteine",0.586354076862335,1,"http://backuslab.shinyapps.io/cysdb","301","(39.0437,-77.4875)","USA","http://web.archive.org/web/20230221222536/https://backuslab.shinyapps.io/cysdb/","Biological Chemistry Department, David Geffen School of Medicine, University of California, Los Angeles, Los Angeles, CA 90095, USA; Department of Chemistry and Biochemistry, University of California, Los Angeles, Los Angeles, CA 90095, USA.","Boatner LM, Palafox MF, Schweppe DK, Backus KM","","NIGMS NIH HHS",15,"United States, United States"
"37216609",2023-07-01,"Human AGEs",0.898799419,"Human AGEs",0.898799419403076,"",0,1,"http://archeogenomics.eu","301","(52.4069,16.9299)","Poland","no_wayback","Institute of Bioorganic Chemistry, Polish Academy of Sciences, Poznan, Poland.","Ciecierski L, Stolarek I, Figlerowicz M","","Polish National Science Center",0,"Poland"
"37221044",2023-05-01,"BLAB2CancerKD",0.785074251,"BLAB2CancerKD",0.785074251038688,"actic acid bacteria to Cancer Knowledge graph Database",0.761443098386129,1,"http://110.40.139.2:18095","HTTPConnectionPool(host='110.40.139.2', port=18095): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f576d60>, 'Connection to 110.40.139.2 timed out. (connect timeout=5)'))","",NA,"no_wayback","Faculty of Science, The University of New South Wales, High Street, Sydney, New South Wales 2052, Australia.","Jing Y, Feng B, Gao J, Li J, Zhou G, Sun Z, Wang Y","","Inner Mongolia Science and Technology Major Special Projects, Inner Mongolia Autonomous Region Graduate Research Innovation Project, Natural Science Foundation of Inner Mongolia Autonomous Region",0,"Australia"
"37329484",2023-06-17,"DSP",0.983050272,"DSP",0.983050271868706,"of",0.780549764633179,1,"http://45.248.163.60/bic/sgenos/, http://14.139.62.220/sgenos","HTTPConnectionPool(host='45.248.163.60', port=80): Pool is closed., 301",", (28.6519,77.2315)","India","no_wayback, no_wayback","Bioinformatics Centre, School of Agricultural Biotechnology, Punjab Agricultural University, Ludhiana, India.","Kaur S, Bishnoi R, Priyadarshini P, Singla D, Chhuneja P","","",1,"India"
"37450416",2023-07-01,"APDB",0.99430114,"APDB",0.99430114030838,"",0,1,"http://apdb.di.univr.it","302","(45.4385,10.9938)","Italy","no_wayback","Department of Computer Science, University of Verona, Strada le Grazie 15, Verona 37134, Italy.","Viesi E, Sardina DS, Perricone U, Giugno R","","",0,"Italy"
"37589496",2023-08-17,"AutophagyNet",0.977660656,"AutophagyNet",0.977660655975342,"Regulatory Network",0.511571645736694,1,"http://autophagynet.org.abbreviations","HTTPConnectionPool(host='autophagynet.org.abbreviations', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f598ac0>: Failed to establish a new connection: [Errno -2] Name or service not known'))","",NA,"no_wayback","Earlham Institute, Norwich, UK.","Csabai L, BohÃ¡r B, TÃ¼rei D, Prabhu S, FÃ¶ldvÃ¡ri-Nagy L, Madgwick M, Fazekas D, MÃ³dos D, Ãlbei M, Halka T, Poletti M, Kornilova P, Kadlecsik T, Demeter A, Szalay-BekÅ M, Kapuy O, Lenti K, Vellai T, Gul L, KorcsmÃ¡ros T","","National Research, Development and Innovation Office, National Research, Development and Innovation Office, BBSRC ISP grant for Gut Microbes and Health, BBSRC National Capability in e-Infrastructure, Biotechnology and Biological Sciences Research Council, Bundesministerium fÃ¼r Bildung und Forschung, Biotechnology and Biological Sciences Research Council, UKRI BBSRC Core Capability Grant, Division of Digestive Diseases at Imperial College London, National Research, Development and Innovation Office, National Research, Development and Innovation Office, Division of Digestive Diseases at Imperial College London, Biotechnology and Biological Sciences Research Council, Earlham Institute (Funder), ELKH/MTA-ELTE Genetics Research Group, BBSRC Norwich Research Park Biosciences Doctoral Training Partnership, Biotechnology and Biological Sciences Research Council, Division of Digestive Diseases at Imperial College London, BBSRC Norwich Research Park Biosciences Doctoral Training Partnership, BBSRC ISP grant for Gut Microbes and Health",0,"United Kingdom, UK"
"37789571",2023-10-03,"CAD",0.992791772,"CAD",0.992791771888733,"Cation-Aromatic Database",0.953825421631336,1,"http://acds.neist.res.in/cadv2","301","(26.7575,94.2031)","India","no_wayback","Advanced Computation and Data Sciences Division, CSIR-North East Institute of Science and Technology, Jorhat, Assam, India.","Kumar YB, Kumar N, John L, Mahanta HJ, Vaikundamani S, Nagamani S, Sastry GM, Sastry GN","","Department of Biotechnology, Ministry of Science and Technology, India",0,"India"
"37797858",2023-10-04,"A2ID",0.99742128,"A2ID",0.997421279549599,"Aromatic-Aromatic Interactions Database",0.983424055576324,1,"http://acds.neist.res.in/a2idv2","301","(26.7575,94.2031)","India","http://web.archive.org/web/20240427124907/http://acds.neist.res.in/a2idv2/","Advanced Computation and Data Sciences Division, CSIR-North East Institute of Science and Technology, Jorhat 785006, Assam, India; Academy of Scientific and Innovative Research (AcSIR), Ghaziabad 201002, U. P., India.","Kumar YB, Kumar N, Vaikundamani S, Nagamani S, Mahanta HJ, Sastry GM, Sastry GN","","",0,"India, India"
"37908832",2023-10-16,"MFPPDB",0.993473053,"MFPPDB",0.993473052978516,"multi-functional plant peptide database",0.810723930597305,1,"http://124.223.195.214:9188/mfppdb/index","HTTPConnectionPool(host='124.223.195.214', port=9188): Max retries exceeded with url: /mfppdb/index (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f55aca0>: Failed to establish a new connection: [Errno 111] Connection refused'))","",NA,"http://web.archive.org/web/20240120160605/http://124.223.195.214:9188/mfppdb/index","School of Information and Computer, Anhui Agricultural University, Hefei, China.","Yang Y, Wu H, Gao Y, Tong W, Li K","","",0,"China"
"37968063",2023-11-16,"APPRISE",0.902844772,"APPRISE",0.902844771742821,"Australian Partnership for Preparedness Research on InfectiouS disease Emergencies",0.751553573211034,1,"http://apprise.biogrid.org.au","HTTPConnectionPool(host='apprise.biogrid.org.au', port=80): Pool is closed.","",NA,"no_wayback","Department of Infectious Diseases, University of Melbourne, at the Peter Doherty Institute for Infection and Immunity, Victoria, 3000, Australia . Miranda.smith@unimelb.edu.au.","Smith MZ, Turner M, Haurat J, Thevarajan I, Denholm J, Tong SY, Matthews GV, Bull RA, Martinello M, McMahon J, Imrie A, Pillai PE","","",0,"Australia"
"38011719",2023-11-01,"aSynPEP-DB",0.98969243,"aSynPEP-DB",0.989692429701487,"",0,1,"http://asynpepdb.ppmclab.com","302","(39.0437,-77.4875)","USA","http://web.archive.org/web/20240504125531/https://asynpepdb.ppmclab.com/","Institut de Biotecnologia i de Biomedicina and Departament de BioquÃ­mica i Biologia Molecular, Universitat AutÃ²noma de Barcelona, Bellaterra, Barcelona 08193, Spain.","Pintado-Grima C, BÃ¡rcenas O, Iglesias V, Santos J, Manglano-ArtuÃ±edo Z, PallarÃ¨s I, Burdukiewicz M, Ventura S","","InstituciÃ³ Catalana de Recerca i Estudis AvanÃ§ats, HORIZON EUROPE European Innovation Council, Ministerio de Ciencia e InnovaciÃ³n, European Union-Next Generation EU, Consell CatalÃ  de Recerca i InnovaciÃ³",0,"Spain"
"38161244",2023-12-31,"BioKinVis",0.7541204691,"BioKinVis",0.754120469093323,"",0,1,"http://120.55.161.230:88","200","",NA,"no_wayback","Department of Forensic Medicine, Nanjing Medical University, Nanjing, Jiangsu, P. R. China.","Yu J, Jin X, Du W, Bai Y, Zhou X, Gao M, Li S, Qin J, Chen X, Liu Y, Yu J, Chen C, Xie Q, Xie S, Kong X, Zhan W, Yu Y, Li K, Ji Q, Chen F, Chen P","","National Natural Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China, Nature Science Foundation of Jiangsu Province, Nature Science Foundation of Jiangsu Province, National Natural Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China",0,"China"
"38371639",2023-12-29,"AlliumDB",0.995748699,"AlliumDB",0.995748698711395,"",0,1,"http://allium.qau.edu.cn","301","(31.2222,121.4581)","China","no_wayback","Engineering Laboratory of Genetic Improvement of Horticultural Crops of Shandong Province, College of Horticulture, Qingdao Agricultural University, Qingdao 266109, China.","Yang P, Yuan Y, Yan C, Jia Y, You Q, Da L, Lou A, Lv B, Zhang Z, Liu Y","","Taishan Scholar Foundation of the Peopleâs Government of Shandong Province, Breeding Plan of Shandong Provincial Qingchuang Research Team, Youth Fund of Shandong Natural Science Foundation, National Natural Science Foundation of China",0,"China"
"38818485",2022-12-11,"DANMEL",0.997158766,"DANMEL",0.997158765792847,"",0,1,"http://124.239.252.254/danmel","301","(38.0414,114.4786)","China","http://web.archive.org/web/20240422155856/http://124.239.252.254/danmel/","State Key Laboratory of Pathogen and Biosecurity Beijing Institute of Microbiology and Epidemiology Beijing China.","Wang P, Jiang X, Mu K, Jing Y, Yin Z, Cui Y, Li C, Luo X, Chen F, Yu T, Zhu Z, Sun Y, Chen F, Zhou D","","National Natural Science Foundation of China",0,"China"
"34387689",2022-01-01,"EVAtlas",0.996147394,"EVAtlas",0.996147394180298,"",0,1,"http://bioinfo.life.hust.edu.cn/EVAtlas","301","(31.2222,121.4581)","China","http://web.archive.org/web/20220617191851/http://bioinfo.life.hust.edu.cn/EVAtlas/","Center for Artificial Intelligence Biology, Hubei Bioinformatics & Molecular Imaging Key Laboratory, Key Laboratory of Molecular Biophysics of the Ministry of Education, College of Life Science and Technology, Huazhong University of Science and Technology; WuhanÂ 430074, China.","Liu CJ, Xie GY, Miao YR, Xia M, Wang Y, Lei Q, Zhang Q, Guo AY","","National Natural Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China, China Postdoctoral Science Foundation, China Postdoctoral Science Foundation, National Natural Science Foundation of China, China Postdoctoral Science Foundation, China Postdoctoral Science Foundation",20,"China"
"34500458",2022-01-01,"gutMGene",0.995524943,"gutMGene",0.995524942874908,"",0,1,"http://bio-annotation.cn/gutmgene","301","(22.2783,114.1747)","China","no_wayback","NHC and CAMS Key Laboratory of Molecular Probe and Targeted Theranostics, Harbin Medical University, HarbinÂ 150028, Heilongjiang, China.","Cheng L, Qi C, Yang H, Lu M, Cai Y, Fu T, Ren J, Jin Q, Zhang X","","Heilongjiang Postdoctoral Fund, Young Innovative Talents in Colleges and Universities of Heilongjiang Province, Tou-Yan Innovation Team Program of the Heilongjiang Province, National Natural Science Foundation of China, National Natural Science Foundation of China",45,"China"
"34500460",2022-01-01,"CancerMIRNome",0.996290505,"CancerMIRNome",0.996290504932404,"",0,1,"http://bioinfo.jialab-ucr.org/CancerMIRNome","301","(39.0437,-77.4875)","USA","http://web.archive.org/web/20240219180033/http://bioinfo.jialab-ucr.org/CancerMIRNome/","Department of Botany and Plant Sciences, University of California, Riverside, CA, USA.","Li R, Qu H, Wang S, Chater JM, Wang X, Cui Y, Yu L, Zhou R, Jia Q, Traband R, Wang M, Xie W, Yuan D, Zhu J, Zhong WD, Jia Z","","High-level innovative talent project of Guizhou Province, National Natural Science Foundation of China, UC Riverside, Guangzhou Municipal Science and Technology Project, Science and Technology Plan Project of Guiyang, UC Academic Senate CoR Research Grant, National Natural Science Foundation of China, Science and Technology Project of Guizhou Province, United States Department of Agriculture, National Natural Science Foundation of China, UC Cancer Research Coordinating Committee",44,"United States"
"34570220",2022-01-01,"TransLnc",0.996770263,"TransLnc",0.996770262718201,"",0,1,"http://bio-bigdata.hrbmu.edu.cn/TransLnc","302","(31.2222,121.4581)","China","no_wayback","College of Bioinformatics Science and Technology, Harbin Medical University, Harbin, Heilongjiang, 150081, China.","Lv D, Chang Z, Cai Y, Li J, Wang L, Jiang Q, Xu K, Ding N, Li X, Xu J, Li Y","","National Key Research and Development Program of China, National Natural Science Foundation of China, Key Research and Development project of Hainan Province, National Natural Science Foundation of China, National Natural Science Foundation of China, Natural Science Foundation for Distinguished Young Scholars of Heilongjiang Province, Hainan Province Clinical Medical Center, Hainan Provincial Natural Science Foundation of China, Major Science and Technology Program of Hainan Province, National Natural Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China",7,"China"
"34634820",2022-01-01,"SCovid",0.99765712,"SCovid",0.997657120227814,"",0,1,"http://bio-annotation.cn/scovid","301","(22.2783,114.1747)","China","http://web.archive.org/web/20230208202008/http://bio-annotation.cn/scovid/","College of Bioinformatics Science and Technology, Harbin Medical University, Harbin, Heilongjiang 150081, China.","Qi C, Wang C, Zhao L, Zhu Z, Wang P, Zhang S, Cheng L, Zhang X","","Young Innovative Talents in Colleges and Universities of Heilongjiang Province, National Natural Science Foundation of China, Heilongjiang Postdoctoral Fund, Tou-Yan Innovation Team Program of the Heilongjiang Province, National Natural Science Foundation of China",16,"China"
"34985769",2022-02-05,"FPIA",0.706491955,"FPIA",0.706491954624653,"profiling",0.61635160446167,1,"http://bioinfo-sysu.com/fpia","301","(22.5455,114.0683)","China","http://web.archive.org/web/20221006030429/http://bioinfo-sysu.com/fpia/","Key Laboratory of Gene Engineering of the Ministry of Education, State Key Laboratory of Biocontrol, School of Life Sciences, Sun Yat-Sen University, Guangzhou, China.","Huang L, Zhu H, Luo Z, Luo C, Luo L, Nong B, Zhang S, Wan C, Wang Y, Songyang Z, Xiong Y","","National Natural Science Foundation of China, National Natural Science Foundation of China",2,"China"
